"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Latin America & Caribbean","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6198.26177550116","6518.57246077964","6744.85621961656","6947.82546125207","7318.56362521866","7445.06983920491","7732.28570745921","8148.51848472465","8305.58392323524","8304.08464727272","8676.88449392272","8810.21273265671","8851.62412941966","9088.84111725243","9782.98439589182","10407.1515431209","11290.6666475829","12096.7151494424","12712.8410351889","12502.0177277002","13292.9659243262","14165.5012560359","14457.2688160202","14941.9692575976","15264.4050181002","15057.2492091871","15315.7139326468","15950.885882913","16430.7557361617","16653.7301255863","15629.2918025695","17120.0767399093",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","943.935985503267","973.275876284062","980.371158598214","983.691459992298","988.714067314681","1041.84411016084","1093.44244149418","1146.6995492002","1177.51320895965","1214.82636909441","1267.26077742757","1333.746736719","1384.61985200565","1449.15207442384","1545.68015905869","1672.13247401731","1801.90517229906","1942.89162951515","2061.70207220304","2116.27821003387","2224.17487062665","2304.10129108218","2366.00881597554","2484.64720311581","2638.25739718903","2694.63234325259","2810.87731660089","2925.15108145597","3070.20267123654","3215.92227271719","3212.82088518466","3335.9327200307",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","879.174683503917","897.494713773117","873.573170640614","877.422632716596","869.444771323167","904.50572381342","946.904493836341","996.523238437487","1010.59807320646","1029.66087734706","1051.63785863053","1099.82356775809","1115.20214551987","1146.19838064918","1204.77233551359","1279.59672353205","1355.15984587253","1436.81839452379","1495.24594250446","1523.25768118522","1600.54492653523","1647.4305032151","1581.80671910801","1649.94235199279","1761.67230285985","1815.85947506782","1909.00368584294","1948.74814092647","2017.66251801631","2073.4451764784","2048.76850676862","2124.1976843209",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2385.23987943961","2548.45072992362","2690.36228251621","2913.29074500253","3112.66812242887","3325.44575426786","3491.21146339721","3757.70073313191","3958.45453675171","4164.73068121733","4487.14727430986","4485.29682364637","4698.34911097241","5033.02216585433","5403.68623545618","5873.1826085406","6468.70190539479","7042.83854044213","7550.99176432629","7813.77181738652","8483.28154128937","9347.18770189091","10618.568720863","11243.8114793916","11706.8208271718","12208.0119919935","13056.6422542202","13584.1931075112","14081.6168675692","14214.6512132056","13812.9574751065","14706.54131846",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2076.19694004792","2152.63779091862","2219.18751101402","2255.95282493008","2310.69568055361","2422.02706315987","2562.12140694307","2646.47728194862","2659.79311227487","2766.35239078172","2902.57146480416","3035.09077450862","3171.83260094369","3383.54675452668","3641.03268936821","3920.36970219292","4236.39316464173","4579.38986376105","4779.56714151386","4951.41624800834","5257.2193035944","5535.47745798801","5825.18093648764","6028.22498035883","6196.65978451539","6291.35895289564","6555.49686977468","6842.90533981595","7258.59270868187","7566.15411016807","7310.42050935998","7955.07942813592",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2525.5669837924","2618.24227076111","2684.99204908418","2776.34203486829","2871.72335966117","3004.57081759032","3174.93459165607","3332.83794756703","3355.90289841335","3486.72998036067","3720.2461109304","3894.36996904497","4083.87465191714","4357.26788928378","4750.3707051521","5186.73536186214","5751.19541169983","6326.74426250045","6793.85419561477","6986.56927619186","7514.3640012545","8052.19881344187","8498.50018121038","8875.47318433937","9135.77461703219","9193.62092989328","9489.52470757884","9931.94981648935","10544.7437022821","11000.0713727563","10806.2536335836","11846.9455712122",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","768.59888199198","835.771939349256","900.017308968645","940.04591470971","1004.13245817783","1046.09445221726","1112.77708977748","1163.48669251792","1186.81625935331","1204.05312201533","1276.24482446664","1350.90679161789","1383.23324389577","1478.18284722561","1549.49567185294","1660.13268793492","1784.33061667027","1902.86332989492","2034.60415780981","2007.69161629676","2124.46405750414","2252.04674192948","2264.28361356402","2506.94736743284","2734.85988187075","2990.95264674746","2894.83383989788","2571.69411268488","2602.16834175889","2640.02830951902","2417.7286592475","2521.53066265486",
"Late-demographic dividend","LTE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2875.63342152482","2970.18818515758","3030.56323748762","3208.89858265771","3395.94196293192","3628.73809753669","3850.03871505391","4083.48922957625","4194.37369908781","4403.63062898063","4786.10722392433","5109.93455793577","5482.70905079922","5962.72151041225","6582.09287097674","7290.34841463736","8299.88803127887","9334.11770847751","10273.1712103866","10658.937096874","11593.4285061358","12666.5814093069","13514.1448485156","14230.35144057","14722.3549925857","14748.7110266029","15206.734242977","16040.7540267149","17284.361634417","18334.6731509579","18471.9539602663","20457.1661233248",
"Lithuania","LTU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5930.84800820905","6385.70801734148","7069.68426742818","7762.91570506738","7820.70101296085","8447.02118679234","9437.51483915171","10480.6960970491","12068.2416865717","13030.5177687759","14510.5967849364","16481.4127820948","19096.7122984554","20721.0131961211","18117.6566174638","20096.6468533164","22884.9262304","24703.6858202502","26721.5796712844","28184.4723303858","28834.4276801135","30925.1708493589","33761.871239796","36376.1898152469","39911.2814246927","39913.0016205102","43184.9940600466",
"Luxembourg","LUX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29951.0396967171","33192.8417905946","34110.893114413","35901.092372449","37553.8760251607","38347.9750315316","39722.2091860593","42486.4663799254","44269.472036008","49844.6769627976","55124.8113547642","56134.0254294516","58575.6792717544","60199.1019446178","64692.937124002","68787.8547494266","78867.0151653353","85119.3020645294","90970.7211980147","86880.4719722935","90360.4164132777","94475.0302265023","96636.426643956","100925.011992241","105296.284588232","107859.685999308","113365.176082265","114985.842235989","116965.586110774","120174.754703983","118961.525075074","133329.824340699",
"Latvia","LVA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5517.94457679487","5809.0578992111","6487.59883610834","7068.53539902215","7405.82707337883","8040.57590284217","9045.95411585928","10081.1918636281","11061.4691389964","12278.7385761763","13913.8517478568","15857.0125274637","18238.6077566489","19573.1553855671","17024.6369731185","17706.7854369949","19248.5352375063","21290.4595879","22639.0683375842","23815.8000623115","24972.7860869932","26721.7261996962","28673.5633962664","30877.0419264807","32893.9332666761","32102.971282257","34257.9817919647",
"Macao SAR, China","MAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26719.6822239148","27673.0770991344","31208.3957776267","32868.6223817718","34272.0682129808","35427.7799964805","35244.8946753017","35109.4486125236","33309.3228852398","32459.3863747442","34583.9932299728","35785.9207750397","38654.1126209892","42781.0836427395","54108.0040051824","58695.4891137917","66798.0953561389","76482.2898609163","78504.6204936896","77954.2053570405","96182.0400353102","116537.537811435","129705.121459921","149421.592694248","149325.171801761","113813.739005368","112351.277234358","122977.508955087","131505.704597847","128005.781872725","58179.5127988997","71185.6556410626",
"St. Martin (French part)","MAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2574.60498046875","2805.7822265625","2763.62451171875","2763.7431640625","3074.32861328125","2924.224609375","3295.62109375","3251.1162109375","3474.48364257813","3511.71215820313","3610.384765625","3909.18603515625","4040.74194335938","4311.7509765625","4580.919921875","4814.61083984375","5267.962890625","5527.95068359375","5889.966796875","6098.7578125","6322.32080078125","6699.54150390625","6690.431640625","6906.78564453125","7149.0361328125","7669.9453125","7693.05712890625","7921.619140625","8264.9296875","8564.4189453125","7959.25634765625","8852.9140625",
"Monaco","MCO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3181.84162874986","3055.78969169517","3171.39069568087","2998.4831096091","2942.93599070359","3079.2996943008","3348.22314783179","3674.1366558637","4005.19110549494","4427.99045762948","4921.31771861271","5331.4779851481","5652.91315634694","6222.54946972849","5894.12461050605","6394.85283669913","6911.50935634354","7360.93301790948","8379.13347437657","8824.38236701032","9250.12327128594","10606.6321057026","11651.1863520107","12663.2310507973","13580.1165698658","12870.0160240115","15390.4658255039",
"Madagascar","MDG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1182.67348231694","1111.65064871207","1115.95466986433","1130.85296740454","1118.76808377574","1125.14006289591","1133.77370289812","1158.58193002349","1179.83219827248","1214.46359815928","1258.48687457138","1323.53967186077","1143.02579802344","1242.64390912324","1304.33831528069","1368.6184532542","1444.12259478902","1522.62812311458","1608.48065046964","1509.96152426493","1494.13023699397","1506.46799987698","1489.63149803208","1494.68537095977","1515.59830021441","1508.44270597044","1568.38935736756","1548.1564247984","1594.52715104377","1652.38583223889","1514.86168771791","1607.93522487357",
"Maldives","MDV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6074.43300282599","6529.32062433025","7060.56943333055","7541.83958951862","7994.45150772852","8357.87659089086","8071.51895070462","8643.91110433073","9859.79490844425","10560.9328634163","9311.58427239346","11821.0511820983","12645.647218032","13618.2159382067","12272.0064035019","12859.835295207","13761.9276640622","14033.1281080879","15322.1969929302","16694.5860572072","17512.9641266258","18225.9685700942","18973.5689598296","20262.2627749093","21442.7387349108","14154.2524769432","20615.3730798325",
"Middle East & North Africa","MEA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7667.97746776827","8394.62379788045","8737.1415460668","8898.08826264497","9061.24436946347","9280.49859486563","9712.45238197428","10009.2219979341","10386.850061186","10530.6785694927","11263.9326468772","11463.1615105139","11624.0158891838","12172.6818027784","13242.4783444623","13989.8845207297","14858.1203448852","15675.7598423424","16277.2231487304","16105.2753756568","16742.6466560555","17371.1990980151","17922.0659028444","17764.4595477638","17480.6277287006","15778.2607403764","15543.487861836","16126.4506634985","16521.0060906536","16668.6375953414","16121.9245580285","17276.8436682806",
"Mexico","MEX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8304.39039216238","8784.72367986056","9157.96160126863","8753.82219153695","9205.52803579099","8645.2504918667","9233.87170570245","9864.27878055059","10315.0584898203","10573.558966222","11205.7859539997","11237.2897967958","11272.5808490161","11561.386804445","12157.1914395852","12725.1975946965","13899.919860492","14411.7451894036","15078.687805278","14732.9407402241","15466.5703244318","16743.8551768124","17388.0352137034","17601.4901828279","18299.9551921085","18561.7207631375","19612.148487106","20032.4086125948","20448.9216192642","20224.3411247615","18523.3397789209","19584.6717193723",
"Marshall Islands","MHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023.48168111991","2048.98359021067","2200.34145127236","2342.46511071129","2487.57143464605","2701.60292859389","2427.59981322684","2274.10652730757","2246.279465712","2221.34885918819","2285.87484460646","2488.25278285273","2617.58792084104","2626.26144825083","2735.47154177743","2876.45061034307","2978.28098008627","3172.4728402176","2998.40358073039","3141.48630382371","3362.71281062172","3450.78201819096","3520.93739322414","3775.97003416212","3873.8811146046","4076.82769184312","4294.6629352265","4634.93684631249","5073.50810614227","5885.39906161239","6023.7377968948","6549.62188427606",
"Middle income","MIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2660.3689831714","2759.83908893822","2833.94280036118","2933.92176910985","3038.82770235582","3181.89608330046","3365.69473285373","3535.15343464158","3561.44304400157","3704.43844722664","3958.19962144183","4146.48121908474","4354.58830317002","4653.75576063671","5081.99435080529","5557.25977449098","6174.7983626132","6805.92061448977","7320.8549202578","7539.48641256754","8122.30307437565","8724.66291764532","9235.93651825529","9655.7525090608","9942.60903021671","10012.5390383911","10344.427003107","10844.9041833407","11535.8273964079","12055.2964497369","11860.7508036331","13038.4103418921",
"North Macedonia","MKD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5398.60413185821","5256.02419853604","5069.32437065162","4852.67855909329","4904.61790802823","4947.88457635135","5071.95540894079","5226.78525405793","5448.32469183754","5724.4473317594","6152.64008379108","6050.86716117531","6395.22634785465","6595.77684243109","7172.0635797332","7848.88296708719","8688.95707964176","9351.9773524104","10521.893613582","11010.6113412414","11360.9394533358","11689.9358489174","11915.6585506177","12727.3204534244","13434.8487482162","13888.3011359278","15137.934516666","15706.4827012923","16796.3879236874","18007.13009669","17323.1125576046","18339.647582021",
"Mali","MLI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758.874279876754","859.489271183057","833.730347786298","862.417508868441","894.805950798987","902.533010834148","963.433008376494","1004.82177037204","1066.18918400413","1111.81247601556","1103.74326386229","1263.39724511522","1282.12083932436","1381.62591335669","1394.53967565895","1482.43750538859","1547.41817276076","1591.33496025671","1644.35901407","1678.88169119726","1732.13084831016","1766.843103581","1706.67910207368","1753.87977832642","1847.91007247323","1957.00349503136","2103.00864786621","2153.84563800797","2237.78922957792","2312.70070067634","2240.14093071924","2329.70618076717",
"Malta","MLT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8847.34608159494","9460.36250890561","10025.8818371434","10616.8447360359","11349.6927307063","12237.0250000122","12927.6776093102","14290.0425017896","15049.5357161222","16052.8303695853","19503.0124926725","19721.5955709883","20577.8646366297","21087.7144869397","21610.931486053","22275.6611835594","23317.6143423056","25062.0682537931","26523.4699870878","26650.8813100425","28722.4477160431","28973.2895619358","30243.9832048619","32295.6710008598","34344.0921987878","37455.1231541874","39705.641866685","43508.7832565182","45561.4737010673","48740.7596940926","44583.3292731958","48894.3420422395",
"Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","412.416765705919","424.725628292652","447.768338722383","487.475916428637","524.749527816356","567.071651933743","608.36196183291","648.011335221484","684.591006392832","744.310720912448","846.364142489206","963.253013740167","1081.81081460511","1234.62617594869","1428.78271859932","1659.97113938585","1924.22849767309","2206.8692271253","2483.72548925646","2743.7311658419","3033.08518455109","3301.95519075237","3631.57533256391","3872.50070907824","4104.83876011887","4200.87684883421","4120.73716894824","4312.94738940376","4665.13122184654","5033.36532406202","5218.02453689085","4430.22242656668",
"Middle East & North Africa (excluding high income)","MNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4651.75237498441","5006.25490095437","5236.31076794497","5330.73102568978","5403.22147602527","5552.0274512568","5893.89150775055","6097.89397525038","6449.4267454255","6723.50424922677","7175.64712162657","7391.5079557906","7619.09316454594","7783.16179338725","8463.17630277654","8927.32155361547","9490.21932346636","10154.9973214328","10500.6689901111","10609.5083531586","11080.3097055508","11084.683467771","11296.7683917423","11144.027233312","10855.8349027098","10206.5683391131","10270.8473342522","10561.9173058052","10811.8684453861","10930.9121119531","10660.8030975218","11444.0031880896",
"Montenegro","MNE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6002.60595931275","6771.37056236012","7100.32463176472","7341.2046479751","7842.34776350266","8313.6330797832","10457.2298133216","12460.7373464599","13816.5627239553","13022.8790510723","13635.8867339887","14472.4824093731","13863.8836604181","14870.1457950058","15371.2042085281","16332.8420172599","18199.3071248919","19682.2941546438","21513.4263376943","23792.3213563274","20508.7454570746","23434.5326216029",
"Mongolia","MNG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3378.01154017667","3132.63962201934","2860.1075390632","2792.8926468455","2873.92276815699","3082.67503233614","3172.92732771729","3318.58439051892","3434.31461715966","3555.14443922668","3643.61053763807","3802.16658366221","4008.49337416138","4335.97119599278","4883.73257938141","5357.26206596021","5944.02232581381","6667.24100669157","7320.55288291134","7184.4709156136","7631.14592142664","8998.68772182404","10346.0148826966","10685.7169294334","11198.3213999676","10769.2543621137","10832.4825380075","11431.4980163967","12340.2244244199","12983.8039867177","12305.7179068032","12818.8794530072",
"Northern Mariana Islands","MNP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284.250421453517","302.477549581843","285.047875230291","313.885856615601","325.351019103514","324.825534558543","356.739610908652","393.092309894608","426.628191340109","471.694182941519","476.245916228158","532.288801744481","575.823747323488","611.49162235674","660.147535714153","707.534289395429","779.821890348775","840.726430394348","895.768075521212","933.218042041538","978.072533616004","1041.4540518486","1051.38291141076","1098.26181065908","1149.87803717141","1300.82894811164","1370.24490755373","1287.23486734661","1323.78512995808","1339.42552026694","1300.51077292959","1347.72002356666",
"Mauritania","MRT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2673.33233474104","2731.09502350323","2738.05369906592","2848.81444765306","2725.4101973521","2972.16375533186","3138.77445142768","2995.35833584374","3032.38012443434","3102.77647378769","2964.59288928368","2934.39259494864","2957.18037958961","3155.55427985659","3320.77114876099","3637.09046969764","4337.52044543443","4266.91766022709","4227.34530930613","4144.17436384188","4181.97757650422","4314.77319512521","4344.63216806053","4570.49234696341","4393.08553995573","4306.67679890061","4829.60432505139","5259.06506294936","5495.43982635555","5738.00987974985","5605.92029357621","5830.81708784703",
"Mauritius","MUS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5007.61027508844","5348.52864129213","5750.52646533643","6113.10144895979","6411.49167916481","6768.15412509466","7203.1460950336","7647.74212211178","8117.61230962712","8340.23857947801","9138.57710852185","9581.27819820883","9819.3398100973","10529.9792240362","11210.3153659726","11697.8993318113","12586.7342433617","13605.1031860841","14560.2486521184","15099.2031390752","15911.6331038321","16877.4651716884","17191.910088786","18106.8610172837","18878.9222645723","19747.9098966812","21313.306352312","22148.6243877672","23573.5341188279","24681.0518439104","21331.8141194663","23035.2829995252",
"Malawi","MWI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","655.553425279732","715.009748157181","658.662344268294","729.39872680251","676.966247386029","808.299147961025","866.384007027227","897.157878625885","923.293233375351","943.557787606306","957.847690892885","908.893935197563","915.994115353675","962.579222683744","1014.84683144527","1051.70776029254","1103.7340156587","1207.66397245497","1287.27972459169","1363.23098233466","1432.426444025","1489.87248121068","1449.69579828612","1554.62780348585","1513.42544684397","1429.20823532773","1437.61657343867","1454.77749244971","1513.74456602687","1581.7572095297","1571.18029616444","1638.15225128207",
"Malaysia","MYS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7010.26813954226","7718.63272454435","8359.69439379481","9146.2649050259","9921.60084821074","10822.4354254883","11799.4022518818","12542.2505587971","11447.5687652667","12013.9731487304","13038.5347897317","13061.2604892083","13632.5350241","14351.4149668154","15367.4433996851","16314.3091398153","17364.5023802826","18549.0271227554","19408.6705311668","18860.4807172444","20146.9616228331","21308.2157821446","22527.0010497572","22959.2017588422","24012.8250919123","24164.9558376117","24864.0453270215","25935.1426975539","27476.9201149799","28842.3883921398","27245.6204199968","28929.4741995534",
"North America","NAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23399.4225391071","23845.8264368123","24905.4635364757","25859.9186194927","27144.6172134948","28125.3769237634","29380.4098016635","30849.0708897409","32212.6752934408","33862.6261076871","35650.123216695","36460.3257738","37310.2714361231","38792.3821791899","40962.0009903227","43360.9283244452","45501.795339068","47221.5147027966","47767.8073076115","46376.8032046992","47808.0293030612","49236.0577222662","50842.1090994862","52395.747695278","54188.0672775148","55554.459207058","56724.7631310751","58746.9576152313","61504.0878773021","63525.2521739642","61398.2765584827","67586.3866767264",
"Namibia","NAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3875.94162112098","4191.51994755605","4450.41613781403","4340.95559520322","4369.65223796502","4499.74923923489","4600.28986061009","4752.74198128142","4842.2931275553","4955.17057133313","5126.5896433743","5197.38174626367","5437.06606380668","5698.27613631863","6487.93344603334","6778.63214946943","7392.81540330676","7901.46421735461","8156.66937486744","8116.32379026299","8579.84076679351","9061.27137423206","9458.79117285252","9863.58446099445","10609.2098866846","10783.2745192951","10582.8182274726","10335.2674233219","10511.4304819836","10432.0282059129","9543.71273387521","10038.7382721225",
"New Caledonia","NCL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","731.572753422118","729.967308773109","738.200375984603","734.589984849829","740.023394779971","748.818485202513","738.026380510083","737.215933849991","792.616010090191","775.132248222827","756.755652962508","801.845564663275","825.238950424883","830.182881443225","825.73648643545","881.853541750042","928.796178051252","948.694944687435","1004.08364971578","992.91384833792","1051.09031825381","1057.83987059706","1148.39534272563","1118.3491137006","1134.74171615092","1138.1136507762","1146.01041845331","1155.97355904554","1221.7728619596","1268.82779529477","1281.06192868054","1303.56736338191",
"Nigeria","NGA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2056.82879123111","2080.02280239507","2170.47583027802","2121.7780706721","2073.66925018167","2062.19922113414","2133.47343307491","2178.34839295702","2203.58177363763","2191.25873875195","2292.84183150645","2418.26634409485","2757.45233161505","2938.27148425271","3208.58586597072","3428.6524159772","3648.90380985248","3887.73675224769","4116.82842282354","4355.76908781764","4632.13131256382","4843.60455539881","4899.52919648108","5136.64524268357","5415.86121026491","5342.03599094621","5159.58044445014","5120.00559777914","5211.37297612816","5290.61433302448","5131.52623792346","5407.97945730588",
"Nicaragua","NIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1947.81741614496","1963.6764998691","1970.69851637164","1965.30613635338","2030.0653223862","2150.22576406221","2284.73885447908","2375.08283007861","2451.60965502928","2621.39013000677","2750.78142539539","2857.2524963145","2886.83515404523","2981.69747640049","3186.57276731782","3384.22793300423","3584.1731591297","3814.35569198038","3964.33808052969","3802.94831034764","3959.96922623599","4234.82708244732","4392.64659610064","4567.4180962991","4889.21418629573","5230.52823060395","5618.0665457118","5915.37544335424","5771.29982736509","5574.73913248981","5465.5074394317","6194.70034987169",
"Netherlands","NLD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19176.1256891347","20148.735819368","20801.6238072359","21412.7448591059","22382.212215495","23447.4939299938","24516.0736488877","26017.5686112715","27710.2261451415","29268.5360985179","31875.2002232365","33185.3894175644","34447.2053180645","34151.0952309179","35809.9829008965","37625.5617084958","41007.8135921185","43944.0495817837","46420.2016795592","44559.3373065596","45043.2713408012","46599.02103045","47272.1030187972","49241.5178406305","49233.2153954401","50288.5913949377","52288.4150841353","55088.6338006744","57826.6284976675","60208.1128394014","60084.9560252556","63741.7044548829",
"Norway","NOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18462.0562148073","19581.6317725005","20624.3725293245","21585.1160175292","23029.0712241172","24362.2074149304","26826.2923416063","28609.2227523258","28187.6777538182","30555.0490591114","36941.5480735713","37770.2515599319","37980.3539761745","38595.3742809134","42550.1676827191","47797.5299472052","54152.5995572466","55936.7396453056","61716.5997128422","55367.1999192335","57918.8165156053","62076.7406576686","65354.7792483883","66961.2530988205","65892.6892787813","60368.9208717485","58939.9126133093","64050.7561654659","69808.3294106839","69265.8016337189","64161.0974124445","80534.6106933817",
"Nepal","NPL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","825.589677429138","884.670193995389","915.989364097692","947.920642425519","1022.35450274383","1055.26270705375","1108.07571217173","1160.3856276173","1185.6929309786","1232.58760018006","1315.97063162829","1387.7978093459","1390.16949113718","1453.40817330507","1543.01887757335","1629.15925265183","1720.62604038916","1814.09516324774","1949.50407933829","2039.90505424798","2153.12640639207","2264.32993860273","2474.08354992619","2656.35882853543","2887.63157331575","2931.62049538472","2925.53214568147","3495.52880048305","3808.16244333442","4087.61116611913","3967.82017915997","4209.75939278622",
"Nauru","NRU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4207.59615062683","4214.97097146687","4763.45366123089","3783.89776741463","4724.50775593986","5192.11225926663","5833.78438222013","6523.73819209339","7286.88213716348","9457.81455147156","11919.6784495797","12211.3546184451","12492.7676687247","11746.626949751","12501.6449021818","12507.0924095494","12613.0680827519","13125.3483716561",
